name,publisher,platforms,num_platforms,year_released,genre,na_sales,eu_sales,jp_sales,other_sales,global_sales,critic_score,critic_count,user_score,user_count,developer,rating
Disney Golf,Electronic Arts,"[""PS2""]",1,2002,Sports,0.07,0.06,0.02,0.02,0.17,72,10,8.3,7,T&E Soft,E
Disney Guilty Party,Disney Interactive Studios,"[""Wii""]",1,2010,Misc,0.42,0,0,0.03,0.45,78,13,8,4,Wideload Games Inc.,E
Disney Infinity,Disney Interactive Studios,"[""PS3"", ""WiiU"", ""X360""]",3,2013,Action,1.79,0.8800000000000001,0,0.34,3.01,73.33333333333333,69,6.666666666666667,184,Avalanche Software,E10+
Disney Magical World,Nintendo,"[""3DS""]",1,2013,Adventure,0.17,0.2,0.53,0.03,0.92,71,27,7.5,21,h.a.n.d. Inc.,E
Disney's A Christmas Carol,Disney Interactive Studios,"[""DS""]",1,2009,Adventure,0.21,0.01,0,0.02,0.23,66,7,6.5,4,Sumo Digital,E
Disney's Aladdin in Nasira's Revenge,Sony Computer Entertainment,"[""PS""]",1,2000,Action,0.05,0.04,0,0.01,0.09,61,11,8.3,7,Argonaut Games,E
Disney's Atlantis: The Lost Empire,Sony Computer Entertainment,"[""PS""]",1,2001,Platform,0.1,0.07,0,0.01,0.17,73,7,8.5,6,Eurocom Entertainment Software,E
Disney's Chicken Little,Disney Interactive Studios,"[""PS2""]",1,2005,Platform,0.32,0.25,0,0.08,0.65,60,20,8.9,7,Avalanche Software,E10+
Disney's Donald Duck: Goin' Quackers,Ubisoft,"[""PS"", ""PS2"", ""GC""]",3,2000,Platform,0.15,0.09999999999999999,0,0.02,0.26999999999999996,66.33333333333333,21,5.766666666666667,21,Disney Interactive,E
Disney's Extreme Skate Adventure,Activision,"[""GC"", ""PS2"", ""XB""]",3,2003,Sports,0.33,0.15999999999999998,0,0.04,0.55,76.66666666666667,48,8.066666666666668,24,Toys for Bob,E
Disney Sing It,Disney Interactive Studios,"[""PS3"", ""X360""]",2,2008,Misc,0.67,0.06999999999999999,0,0.07,0.8,53.5,21,4.35,12,Zoe Mode,E
Disney's Kim Possible 3: Team Possible,Disney Interactive Studios,"[""GBA""]",1,2005,Platform,0.33,0.12,0,0.01,0.46,76,6,7.7,6,Artificial Mind and Movement,E
Disney's Kim Possible: Kimmunicator,Disney Interactive Studios,"[""DS""]",1,2005,Platform,0.11,0.01,0,0.01,0.13,61,14,7.5,4,Artificial Mind and Movement,E
Disney's Kim Possible: Revenge of Monkey Fist,THQ,"[""GBA""]",1,2002,Platform,0.37,0.14,0,0.01,0.51,62,4,8.8,8,Digital Eclipse,E
Disney's Magical Mirror Starring Mickey Mouse,Nintendo,"[""GC""]",1,2002,Adventure,0.15,0.04,0,0.01,0.19,50,9,8.9,10,Capcom,E
Disney's Meet the Robinsons,Disney Interactive Studios,"[""Wii""]",1,2007,Action,0.17,0,0,0.01,0.19,62,11,6.3,4,Buena Vista Games,E10+
Disney's Party,Electronic Arts,"[""GC""]",1,2002,Misc,0.04,0.01,0,0,0.05,39,6,7.8,5,Neverland,E
Disney's PK: Out of the Shadows,Ubisoft,"[""PS2""]",1,2002,Platform,0.06,0.05,0,0.02,0.12,49,14,5,4,Ubisoft,E
Disney's Planes,Disney Interactive Studios,"[""WiiU""]",1,2013,Simulation,0.14,0.04,0,0.02,0.2,51,10,5.3,9,Behaviour Interactive,E
Disney Sports Skateboarding,Konami Digital Entertainment,"[""GC""]",1,2002,Sports,0.05,0.01,0,0,0.06,36,7,4.7,6,KCEO,E
Disney's Stitch: Experiment 626,Sony Computer Entertainment,"[""PS2""]",1,2002,Action,0.15,0.12,0,0.04,0.31,59,17,7.8,4,High Voltage Software,E
Disney's Tarzan Untamed,Ubisoft,"[""PS2"", ""GC""]",2,2001,Platform,0.34,0.2,0,0.05,0.59,60,18,7.25,15,Ubisoft,E
Disney's The Emperor's New Groove,Sony Computer Entertainment,"[""PS""]",1,2000,Platform,0.17,0.12,0,0.02,0.31,66,8,7.2,6,Disney Interactive,E
Disney's The Lion King: Simba's Mighty Adventure,Activision,"[""PS""]",1,2000,Action,0.08,0.06,0,0.01,0.15,30,5,6.9,9,Paradox Development,E
Disney Universe,Disney Interactive Studios,"[""X360"", ""Wii"", ""PS3""]",3,2011,Action,1.31,0.64,0,0.24000000000000002,2.1999999999999997,65.66666666666667,71,6.066666666666667,31,Eurocom Entertainment Software,E10+
Dissidia 012: Duodecim Final Fantasy,Square Enix,"[""PSP""]",1,2011,Fighting,0.21,0.12,0.46,0.08,0.88,78,52,8.3,144,Square Enix,T
Dissidia: Final Fantasy,Square Enix,"[""PSP""]",1,2008,Fighting,0.51,0.5,0.91,0.31,2.23,79,61,8,139,Square Enix,T
Divinity II: Ego Draconis,DTP Entertainment,"[""PC"", ""X360""]",2,2009,Role-Playing,0.19,0.09,0,0.03,0.31,67,80,7.050000000000001,161,Larian Studios,M
Divinity II: Flames of Vengeance,DTP Entertainment,"[""PC""]",1,2010,Role-Playing,0,0.02,0,0.01,0.03,72,4,8.3,15,Larian Studios,M
Divinity II: The Dragon Knight Saga,Focus Home Interactive,"[""X360""]",1,2010,Role-Playing,0.11,0.02,0,0.01,0.13,72,13,7.8,50,Larian Studios,M
Divinity: Original Sin,Focus Home Interactive,"[""PC""]",1,2014,Role-Playing,0,0.02,0,0,0.02,87,59,8.7,2089,Larian Studios,M
DJ Hero,Activision,"[""Wii"", ""X360"", ""PS2"", ""PS3""]",4,2009,Misc,1.53,0.98,0,0.52,3.04,86,151,7.45,115,Exient Entertainment,T
DJ Hero 2,Activision,"[""Wii"", ""X360"", ""PS3""]",3,2010,Misc,1.59,0.4,0,0.2,2.19,86.66666666666667,132,7.733333333333333,62,FreeStyleGames,T
DJ Max Fever,PM Studios,"[""PSP""]",1,2009,Misc,0.09,0,0,0.01,0.11,77,5,6.5,13,Pentavision Entertainment,T
DK: King of Swing,Nintendo,"[""GBA""]",1,2005,Platform,0.17,0.06,0,0,0.24,70,30,5,6,Paon Corporation,E
DmC: Devil May Cry,Capcom,"[""X360"", ""PS3""]",2,2013,Action,0.5,0.38,0.2,0.14,1.23,85.5,105,5.199999999999999,2909,Ninja Theory,M
Doctor Lautrec and the Forgotten Knights,Konami Digital Entertainment,"[""3DS""]",1,2011,Adventure,0.07,0.05,0.03,0.01,0.16,53,19,6.1,8,WinkySoft,E10+
DoDonPachi Resurrection,Rising Star Games,"[""X360""]",1,2010,Shooter,0,0.04,0,0.01,0.05,77,10,8.6,16,Cave,
Dog's Life,Sony Computer Entertainment,"[""PS2""]",1,2003,Adventure,0.21,0.16,0,0.05,0.42,64,19,3.1,157,Frontier Developments,T
Dokapon Journey,Sting,"[""DS""]",1,2008,Role-Playing,0.05,0,0,0,0.05,60,16,7,8,Suzak,E10+
Dokapon Kingdom,Sting,"[""Wii"", ""PS2""]",2,2007,Role-Playing,0.16999999999999998,0.04,0.02,0.02,0.24,67,19,7.4,25,Sting,E10+
Doki-Doki Universe,Sony Computer Entertainment,"[""PSV""]",1,2013,Adventure,0,0.01,0,0,0.01,66,7,5.7,16,SCEA,E10+
Dokuro,GungHo,"[""PSV""]",1,2012,Action,0,0,0.01,0,0.01,76,26,8,18,Game Arts,E10+
Don Bradman Cricket 14,Tru Blu Entertainment,"[""PS4"", ""PS3""]",2,2014,Sports,0.01,0.09999999999999999,0,0.02,0.13,74.5,9,7.15,74,Big Ant Studios,E
Donkey Konga,Nintendo,"[""GC""]",1,2003,Misc,0.5,0.16,0.46,0.03,1.15,76,55,8.3,21,Namco,E
Donkey Konga 2,Nintendo,"[""GC""]",1,2004,Misc,0.3,0.08,0,0.01,0.39,69,30,6,9,Namco,T
Donkey Kong Barrel Blast,Nintendo,"[""Wii""]",1,2007,Racing,0.19,0.26,0.11,0.06,0.62,46,34,6.8,26,Paon Corporation,E
Donkey Kong Country,Nintendo,"[""GBA""]",1,2003,Platform,1.2,0.48,0.29,0.07,2.04,78,26,8.9,53,Rare Ltd.,E
Donkey Kong Country 2,Nintendo,"[""GBA""]",1,2004,Platform,0.79,0.27,0.12,0.04,1.23,80,22,9.1,37,Rare Ltd.,E
Donkey Kong Country 3,Nintendo,"[""GBA""]",1,2005,Platform,0.45,0.17,0.14,0.01,0.77,77,16,8.4,27,Rare Ltd.,E
Donkey Kong Country Returns,Nintendo,"[""Wii""]",1,2010,Platform,3.17,1.79,1.03,0.46,6.44,87,77,8.6,368,Retro Studios,E
Donkey Kong Country: Tropical Freeze,Nintendo,"[""WiiU""]",1,2014,Platform,0.7,0.55,0.16,0.12,1.52,83,77,8.9,712,Retro Studios,E
Donkey Kong Jungle Beat,Nintendo,"[""GC""]",1,2004,Platform,0.84,0.22,0.24,0.04,1.34,80,49,8.3,30,Nintendo,E10+
Don King Boxing,Take-Two Interactive,"[""DS""]",1,2009,Sports,0.06,0.01,0,0.01,0.08,71,4,7.8,5,Venom Games,T
Don King Presents: Prizefighter,Take-Two Interactive,"[""X360""]",1,2008,Sports,0.14,0.08,0,0.02,0.25,56,45,6.4,29,Venom Games,T
Doom,Activision,"[""PC"", ""GBA""]",2,1992,Shooter,0.12000000000000001,0.04,0,0,0.17,83,68,8.35,1811,David A. Palmer Productions,M
Doom 3,Activision,"[""PC"", ""XB""]",2,2004,Shooter,0.9,0.47,0,0.06999999999999999,1.4400000000000002,87.5,154,7.5,1012,id Software,M
Doom 3 BFG Edition,Bethesda Softworks,"[""X360"", ""PS3"", ""PC""]",3,2012,Shooter,0.54,0.38,0,0.14,1.07,64.33333333333333,58,6.066666666666666,449,id Software,M
Doom 3: Resurrection of Evil,Activision,"[""XB""]",1,2005,Shooter,0.53,0.15,0,0.03,0.71,77,41,7.9,16,"id Software, Nerve Software",M
Dora The Explorer: Dora Saves the Snow Princess,Take-Two Interactive,"[""Wii""]",1,2008,Platform,0.49,0.02,0,0.04,0.55,47,4,7,5,High Voltage Software,E
Double Dragon Advance,Atlus,"[""GBA""]",1,2003,Action,0.03,0.01,0,0,0.05,75,21,8.4,5,Million,T
Downhill Domination,Codemasters,"[""PS2""]",1,2003,Racing,0.23,0.18,0,0.06,0.47,79,40,8.9,32,Incognito Inc.,T
Draglade,505 Games,"[""DS""]",1,2007,Fighting,0.09,0,0,0.01,0.1,71,23,7.5,4,Dimps Corporation,E10+
Dragon Age II,Electronic Arts,"[""X360"", ""PC"", ""PS3""]",3,2011,Action,1.35,0.88,0.060000000000000005,0.27999999999999997,2.5700000000000003,81,172,4.433333333333334,8110,BioWare,M
Dragon Age: Inquisition,Electronic Arts,"[""PC"", ""XOne"", ""PS4""]",3,2014,Role-Playing,1.62,1.5,0.08,0.47,3.67,86.33333333333333,116,6.733333333333334,6613,BioWare,M
Dragon Age: Origins,Electronic Arts,"[""PC"", ""PS3"", ""X360""]",3,2009,Role-Playing,2.7199999999999998,1.4300000000000002,0.11,0.48,4.74,88,176,8.133333333333333,4864,BioWare,M
Dragon Ball: Advanced Adventure,Namco Bandai Games,"[""GBA""]",1,2004,Action,0.03,0.01,0,0,0.04,75,7,8.5,11,Dimps Corporation,E10+
Dragon Ball: Evolution,Namco Bandai Games,"[""PSP""]",1,2009,Fighting,0.09,0,0,0.01,0.1,28,16,0.9,50,Dimps Corporation,T
Dragon Ball: Fusions,Namco Bandai Games,"[""3DS""]",1,2016,Role-Playing,0.02,0,0.19,0,0.21,68,12,7.6,16,Ganbarion,T
Dragon Ball GT: Transformation,Atari,"[""GBA""]",1,2005,Action,0.2,0.08,0,0.01,0.28,69,12,8.2,26,Webfoot Technologies,E10+
Dragon Ball: Origins,Atari,"[""DS""]",1,2008,Action,0.08,0.02,0,0.01,0.12,78,18,7.5,15,Game Republic,T
Dragon Ball: Raging Blast,Namco Bandai Games,"[""X360"", ""PS3""]",2,2009,Fighting,0.73,0.27,0.13,0.14,1.28,56.5,55,7.35,91,Spike,T
Dragon Ball: Raging Blast 2,Namco Bandai Games,"[""X360"", ""PS3""]",2,2010,Fighting,0.9099999999999999,0.27,0.12,0.14,1.4500000000000002,58.5,60,7.45,93,Spike,T
Dragon Ball: Revenge of King Piccolo,Namco Bandai Games,"[""Wii""]",1,2009,Action,0.12,0.03,0.03,0.02,0.2,65,25,7.3,15,Media Vision,E10+
Dragon Ball: XenoVerse,Namco Bandai Games,"[""XOne"", ""PS4""]",2,2015,Fighting,0.48,0.63,0.12,0.19,1.4300000000000002,68,68,7.45,726,Dimps Corporation,T
Dragon Ball: Xenoverse 2,Namco Bandai Games,"[""XOne"", ""PS4""]",2,2016,Action,0.35,0.34,0.09,0.12000000000000001,0.9099999999999999,73,62,7.55,146,Dimps Corporation,T
Dragon Ball Z: Attack of the Saiyans,Namco Bandai Games,"[""DS""]",1,2009,Role-Playing,0.12,0.02,0.21,0.01,0.36,73,21,7.9,24,Monolith Soft,E10+
Dragon Ball Z: Battle of Z,Namco Bandai Games,"[""PS3"", ""X360"", ""PSV""]",3,2014,Fighting,0.11,0.19000000000000003,0.12,0.05,0.49,57.666666666666664,56,5.966666666666666,201,Artdink,T
Dragon Ball Z: Budokai,Atari,"[""PS2"", ""GC""]",2,2002,Fighting,2.7,0.42000000000000004,0.55,0.1,3.78,66,44,7.1,86,Dimps Corporation,T
Dragon Ball Z: Budokai 2,Atari,"[""PS2"", ""GC""]",2,2003,Fighting,1.8399999999999999,0.28,0.51,0.06999999999999999,2.68,66,37,7,104,Dimps Corporation,T
Dragon Ball Z: Budokai 3,Atari,"[""PS2""]",1,2004,Fighting,1.09,0.15,0.65,0.04,1.94,77,32,8.9,137,Dimps Corporation,T
Dragon Ball Z: Budokai Tenkaichi,Atari,"[""PS2""]",1,2005,Fighting,0.96,0.12,0.54,0.04,1.66,72,29,8.4,71,Spike,T
Dragon Ball Z: Budokai Tenkaichi 2,Atari,"[""PS2"", ""Wii""]",2,2006,Fighting,0.9,0.05,0,0.13,1.07,72.5,68,8.55,101,Spike,T
Dragon Ball Z: Budokai Tenkaichi 3,Atari,"[""PS2"", ""Wii""]",2,2007,Fighting,1.47,0.36,1.02,1.1800000000000002,4.02,72.5,51,8.8,234,"Spike, Namco Bandai Games",T
Dragon Ball Z: Burst Limit,Atari,"[""PS3"", ""X360""]",2,2008,Fighting,0.45999999999999996,0.51,0.21,0.16999999999999998,1.3399999999999999,71.5,82,7.4,92,"Dimps Corporation, Namco Bandai Games",T
Dragon Ball Z: Buu's Fury,Atari,"[""GBA""]",1,2004,Action,0.44,0.16,0,0.01,0.61,62,19,8.9,39,Webfoot Technologies,E
Dragon Ball Z: Collectible Card Game,Infogrames,"[""GBA""]",1,2002,Misc,0.33,0.12,0,0.01,0.46,62,4,5.5,4,ImaginEngine,E
Dragon Ball Z: Extreme Butoden,Namco Bandai Games,"[""3DS""]",1,2015,Fighting,0.12,0.03,0.16,0.02,0.33,61,32,6.6,32,Arc System Works,T
Dragon Ball Z for Kinect,Namco Bandai Games,"[""X360""]",1,2012,Fighting,0.01,0,0,0,0.01,49,32,2.1,39,Spike,T
Dragon Ball Z: Harukanaru Densetsu,Namco Bandai Games,"[""DS""]",1,2007,Role-Playing,0.19,0,0,0.02,0.2,57,16,6.2,10,Bec,E
Dragon Ball Z: Infinite World,Namco Bandai Games,"[""PS2""]",1,2008,Fighting,0.08,0.06,0.21,0.02,0.36,48,17,7.9,37,Dimps Corporation,T
Dragon Ball Z: Sagas,Atari,"[""GC"", ""XB"", ""PS2""]",3,2005,Fighting,0.72,0.09999999999999999,0,0.08,0.9099999999999999,49.333333333333336,35,6.033333333333334,48,Avalanche Software,T
Dragon Ball Z: Shin Budokai,Atari,"[""PSP""]",1,2006,Fighting,0.26,0.08,0.13,0.07,0.54,70,21,8.1,19,Dimps Corporation,T
Dragon Ball Z: Supersonic Warriors,Atari,"[""GBA""]",1,2004,Fighting,0.36,0.13,0,0.01,0.51,73,26,7,21,Arc System Works,T
Dragon Ball Z: Supersonic Warriors 2,Atari,"[""DS""]",1,2005,Fighting,0.13,0.02,0.32,0.02,0.49,66,13,7.6,28,Arc System Works,E10+
Dragon Ball Z: Taiketsu,Atari,"[""GBA""]",1,2003,Fighting,0.77,0.29,0,0.02,1.08,40,23,6.1,22,Webfoot Technologies,T
Dragon Ball Z: Tenkaichi Tag Team,Namco Bandai Games,"[""PSP""]",1,2010,Fighting,0.11,0.03,0.09,0.03,0.26,63,22,8.6,20,Spike,T
Dragon Ball Z: The Legacy of Goku,Infogrames,"[""GBA""]",1,2002,Role-Playing,1.52,0.12,0,0.05,1.69,53,15,6.9,28,Webfoot Technologies,E
Dragon Ball Z: The Legacy of Goku II,Atari,"[""GBA""]",1,2003,Role-Playing,0.78,0.29,0,0.02,1.09,75,21,8.9,39,Webfoot Technologies,E
Dragon Ball Z: Ultimate Tenkaichi,Namco Bandai Games,"[""X360"", ""PS3""]",2,2011,Fighting,0.66,0.28,0.09999999999999999,0.11000000000000001,1.15,56.5,50,5.6,129,Spike,T
Dragon Blade: Wrath of Fire,D3Publisher,"[""Wii""]",1,2007,Action,0.17,0,0,0.01,0.18,51,19,7.5,17,D3Publisher,T
Dragon Booster,Konami Digital Entertainment,"[""DS""]",1,2005,Shooter,0.02,0,0,0,0.02,33,14,7,9,Konami Computer Entertainment Hawaii,E
Dragoneer's Aria,Tecmo Koei,"[""PSP""]",1,2007,Role-Playing,0.02,0,0.05,0,0.07,56,30,6,7,Hit Maker,E10+
Dragon Quest Heroes: Rocket Slime,Square Enix,"[""DS""]",1,2005,Action,0.13,0,0.31,0.01,0.44,83,41,7.6,45,"Square Enix, TOSE",E
Dragon Quest IV: Chapters of the Chosen,Square Enix,"[""DS""]",1,2007,Role-Playing,0.3,0.02,1.27,0.03,1.62,80,44,7.9,50,ArtePiazza,E10+
Dragon Quest IX: Sentinels of the Starry Skies,Nintendo,"[""DS""]",1,2009,Role-Playing,0.63,0.67,4.35,0.15,5.78,87,65,8.8,197,Level 5,E10+
Dragon Quest Monsters: Joker,Square Enix,"[""DS""]",1,2006,Role-Playing,0.23,0.02,1.49,0.02,1.76,75,30,7.4,27,TOSE,E10+
Dragon Quest Monsters: Joker 2,Square Enix,"[""DS""]",1,2010,Role-Playing,0.09,0.07,1.24,0.02,1.41,77,33,7.3,15,TOSE,E
Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,Square Enix,"[""Wii""]",1,2007,Role-Playing,0.18,0.01,0.5,0.02,0.7,65,43,5.9,21,"Eighting, Genius Sonority Inc.",T
Dragon Quest V: Hand of the Heavenly Bride,Square Enix,"[""DS""]",1,2008,Role-Playing,0.17,0.02,1.36,0.02,1.57,84,46,8.5,57,ArtePiazza,E10+
Dragon Quest VIII: Journey of the Cursed King,Square Enix,"[""PS2""]",1,2004,Role-Playing,0.65,0.75,3.61,0.2,5.21,89,63,8.8,245,Level 5,T
Dragon Quest VI: Realms of Revelation,Nintendo,"[""DS""]",1,2010,Role-Playing,0.2,0.14,1.35,0.03,1.73,78,41,8.1,31,ArtePiazza,T
Dragon Rage,3DO,"[""PS2""]",1,2001,Shooter,0.03,0.02,0,0.01,0.06,50,9,6.4,9,3DO,T
Dragon's Crown,Nippon Ichi Software,"[""PS3"", ""PSV""]",2,2013,Role-Playing,0.39,0.12000000000000001,0.29000000000000004,0.1,0.88,80,77,8.350000000000001,486,Vanillaware,T
Dragon's Dogma,Capcom,"[""PS3"", ""X360""]",2,2012,Role-Playing,0.83,0.67,0.79,0.23,2.5300000000000002,76.5,97,8.05,764,Capcom,M
Dragon Valor,Sony Computer Entertainment,"[""PS""]",1,1999,Role-Playing,0.04,0.03,0,0,0.07,57,9,8.3,10,Namco,T
Drakan: The Ancients' Gates,Sony Computer Entertainment,"[""PS2""]",1,2002,Adventure,0.13,0.1,0,0.03,0.26,78,31,9,39,Surreal Software,M
Drakengard,Square Enix,"[""PS2""]",1,2003,Role-Playing,0.19,0.15,0.26,0.05,0.65,63,55,9.1,88,Cavia Inc.,M
Drakengard 2,Ubisoft,"[""PS2""]",1,2005,Role-Playing,0.06,0.05,0,0.02,0.13,58,34,5.5,49,Cavia Inc.,M
Drakengard 3,Square Enix,"[""PS3""]",1,2013,Role-Playing,0.1,0,0.19,0.02,0.31,61,33,7.7,237,Access Games,M
Drake of the 99 Dragons,Unknown,"[""XB""]",1,,Shooter,0.05,0.01,0,0,0.07,22,16,1.8,37,Idol FX,T
Drawn to Life,THQ,"[""DS""]",1,2007,Action,0.71,0.01,0,0.06,0.78,73,34,8.2,30,5TH Cell,E
Drawn To Life: SpongeBob SquarePants Edition,THQ,"[""DS""]",1,2008,Adventure,0.99,0.35,0,0.13,1.48,68,12,5.5,4,Altron,E
Drawn to Life: The Next Chapter,THQ,"[""Wii"", ""DS""]",2,2009,Puzzle,0.72,0.53,0,0.14,1.3900000000000001,65,43,6.85,30,5TH Cell,E
Dreamcast Collection,Sega,"[""X360""]",1,2011,Misc,0.16,0.06,0,0.02,0.24,53,31,5.2,10,Sega,T
Dreamfall: The Longest Journey,Empire Interactive,"[""XB""]",1,2006,Adventure,0.03,0.01,0,0,0.04,73,42,8.8,24,Funcom,M
Dream Pinball 3D,SouthPeak Games,"[""Wii""]",1,2008,Misc,0.1,0.02,0,0.01,0.14,54,8,7.6,7,TopWare Interactive,E10+
Dream Trigger 3D,D3Publisher,"[""3DS""]",1,,Shooter,0.04,0.02,0,0.01,0.07,54,24,6.3,29,"Art Co., Ltd.",E
Drill Dozer,Unknown,"[""GBA""]",1,,Platform,0.04,0.01,0,0,0.05,81,34,8.3,10,Game Freak,E
Driv3r,Atari,"[""XB"", ""PS2""]",2,2004,Racing,0.96,0.85,0,0.19,1.99,56.5,108,5.1,171,Reflections Interactive,M
DriveClub,Sony Computer Entertainment,"[""PS4""]",1,2014,Racing,0.36,1.38,0.02,0.31,2.07,71,85,6.1,1571,Evolution Studios,E
DriveClub VR,Sony Computer Entertainment,"[""PS4""]",1,2016,Racing,0.03,0.05,0,0.01,0.09,67,34,7.4,110,Evolution Studios,E
Driven,BAM! Entertainment,"[""PS2""]",1,2001,Racing,0.08,0.06,0,0.02,0.15,38,10,3.4,5,Bam Entertainment,T
Driver,GT Interactive,"[""PS""]",1,1999,Action,3.11,2.8,0.02,0.33,6.27,87,22,8.1,78,Reflections Interactive,T
Driver 2,Atari,"[""PS""]",1,2000,Action,2.36,2.1,0.02,0.25,4.73,62,14,7.7,92,Reflections Interactive,T
Driver 2 Advance,Atari,"[""GBA""]",1,2002,Action,0.25,0.09,0,0.01,0.34,73,9,6.6,14,Sennari Interactive,T
Driver '76,Ubisoft,"[""PSP""]",1,2007,Racing,0.03,0.14,0,0.07,0.24,57,28,7.9,18,Sumo Digital,M
Driver: Parallel Lines,Atari,"[""Wii"", ""XB"", ""PS2""]",3,2006,Racing,0.18,0.12000000000000001,0.03,0.03,0.38,65.66666666666667,81,5.833333333333333,111,Reflections Interactive,M
Driver: Renegade,Ubisoft,"[""3DS""]",1,2011,Racing,0.05,0.04,0,0.01,0.09,48,13,5,20,Ubisoft,M
Driver: San Francisco,Ubisoft,"[""Wii"", ""PC"", ""PS3"", ""X360""]",4,2011,Racing,0.6,1.08,0.01,0.3,1.99,75.75,134,7.125,586,Ubisoft Reflections,T
Drome Racers,Electronic Arts,"[""GC""]",1,2003,Racing,0.02,0.01,0,0,0.03,54,5,6.6,5,Attention To Detail,E
Drone Tactics,Success,"[""DS""]",1,2007,Strategy,0.01,0,0,0,0.02,74,12,7.4,7,Success,E10+
Dropship: United Peace Force,Sony Computer Entertainment,"[""PS2""]",1,2002,Simulation,0.05,0.04,0,0.01,0.1,78,17,8.6,10,SCEE,T
Dr. Seuss' The Cat in the Hat,Vivendi Games,"[""PS2""]",1,2003,Misc,0.27,0.21,0,0.07,0.56,56,6,6.5,8,Magenta Software,E
DuckTales: Remastered,Capcom,"[""PC"", ""WiiU"", ""PS3""]",3,2013,Action,0.06999999999999999,0.04,0,0.02,0.13,72.33333333333333,47,7.633333333333333,387,WayForward,E
Duel Masters,Atari,"[""PS2""]",1,2004,Strategy,0.13,0.1,0,0.03,0.27,66,20,8.3,6,High Voltage Software,E
Duel Masters: Sempai Legends,Atari,"[""GBA""]",1,2003,Misc,0.21,0.08,0,0.01,0.29,69,19,8,5,Mistic Software,E
Duke Nukem 3D: 20th Anniversary World Tour,Gearbox Software,"[""PS4""]",1,2016,Shooter,0.03,0,0,0.01,0.03,77,15,6.9,15,Gearbox Software,M
Duke Nukem Forever,Take-Two Interactive,"[""PC"", ""X360"", ""PS3""]",3,2011,Shooter,1.03,0.73,0,0.25,2,51.333333333333336,172,5.000000000000001,1917,"Gearbox Software, 3D Realms",M
Duke Nukem: Land of the Babes,Atari,"[""PS""]",1,2000,Shooter,0.04,0.03,0,0,0.08,37,7,6.8,20,n-Space,M
Dungeon Defenders,Unknown,"[""PC""]",1,2011,Role-Playing,0.02,0,0,0,0.02,81,26,7.3,399,Trendy Entertainment,E10+
Dungeon Explorer: Warriors of Ancient Arts,Rising Star Games,"[""PSP""]",1,2007,Role-Playing,0.01,0,0,0,0.01,56,13,5.5,4,Hudson Soft,T
Dungeon Hunter Alliance,Ubisoft,"[""PSV""]",1,2012,Action,0.07,0.09,0,0.03,0.2,49,34,6.4,61,Ubisoft,T
Dungeon Maker: Hunting Ground,Global A Entertainment,"[""PSP""]",1,2006,Role-Playing,0.03,0,0,0,0.03,70,18,6.4,8,Global A,E10+
Dungeons,Kalypso Media,"[""PC""]",1,2011,Strategy,0.07,0.02,0,0.01,0.09,65,35,4.6,106,Realmforge Studios,M
Dungeons 2,Kalypso Media,"[""PS4""]",1,2016,Role-Playing,0.01,0,0,0,0.01,61,9,7.9,14,Kalypso,T
Dungeon Siege II,Microsoft Game Studios,"[""PC""]",1,2005,Role-Playing,0,0.02,0,0,0.03,80,51,7.9,159,Gas Powered Games,M
Dungeon Siege III,Square Enix,"[""PC"", ""PS3"", ""X360""]",3,2011,Role-Playing,0.45999999999999996,0.33,0.04,0.1,0.93,71.66666666666667,144,5.633333333333333,587,Obsidian Entertainment,T
Dungeon Siege: Throne of Agony,Take-Two Interactive,"[""PSP""]",1,2006,Role-Playing,0.13,0.02,0,0.02,0.16,74,32,8.1,21,SuperVillain Studios,T
Dungeons - The Dark Lord,Kalypso Media,"[""PC""]",1,2011,Strategy,0,0.01,0,0,0.02,72,6,5.6,16,Kalypso,M
Dying Light,Warner Bros. Interactive Entertainment,"[""PC"", ""XOne"", ""PS4""]",3,2015,Action,1.94,1.03,0.13,0.48,3.58,74.33333333333333,124,7.866666666666667,2969,Techland,M
Dynasty Tactics,Tecmo Koei,"[""PS2""]",1,2002,Strategy,0.06,0.05,0.16,0.02,0.29,79,14,8.1,31,Koei,T
Dynasty Tactics 2,Tecmo Koei,"[""PS2""]",1,2003,Strategy,0.05,0.04,0,0.01,0.11,78,18,9.1,13,Koei,T
Dynasty Warriors,Tecmo Koei,"[""PSP""]",1,2004,Action,0.18,0,0.3,0.02,0.51,62,26,7.3,24,Koei,T
Dynasty Warriors 2,THQ,"[""PS2""]",1,2000,Action,0.24,0.19,0.34,0.06,0.83,75,17,8.8,24,Omega Force,T
Dynasty Warriors 3,THQ,"[""PS2"", ""XB""]",2,2001,Action,0.5900000000000001,0.18,1.07,0.1,1.9500000000000002,74,28,9,110,Omega Force,T
Dynasty Warriors 3: Xtreme Legends,Tecmo Koei,"[""PS2""]",1,2002,Action,0.13,0.1,0.74,0.03,1,72,16,9.3,54,Omega Force,T
Dynasty Warriors 4,Tecmo Koei,"[""XB"", ""PS2""]",2,2003,Action,0.75,0.24,1.13,0.14,2.27,76.5,42,9.05,219,Omega Force,T
Dynasty Warriors 4 Empires,Tecmo Koei,"[""PS2""]",1,2004,Action,0,0,0.32,0,0.32,71,29,8.8,19,Omega Force,T
